election_name,election_year,district,state,tier,election_result,notes
NY - Oswego - 2015,2015,NY - Oswego,NY,,,
NY - Oswego - 2019,2019,NY - Oswego,NY,,,
NY - Otsego - 2015,2015,NY - Otsego,NY,,,
NY - Otsego - 2019,2019,NY - Otsego,NY,,,
NY - Putnam - 2015,2015,NY - Putnam,NY,,,
NY - Putnam - 2019,2019,NY - Putnam,NY,,,
NY - Queens - 2015,2015,NY - Queens,NY,,,
NY - Queens - 2019,2019,NY - Queens,NY,,,
NY - Rensselaer - 2014,2014,NY - Rensselaer,NY,,,
NY - Rensselaer - 2018,2018,NY - Rensselaer,NY,,,
NY - Richmond - 2015,2015,NY - Richmond,NY,,,
NY - Richmond - 2019,2019,NY - Richmond,NY,,,
NY - Richmond (Staten Island) - 2015,2015,NY - Richmond (Staten Island),NY,,,
NY - Richmond (Staten Island) - 2019,2019,NY - Richmond (Staten Island),NY,,,
NY - Rockland - 2015,2015,NY - Rockland,NY,,,
NY - Rockland - 2019,2019,NY - Rockland,NY,,,
NY - Saratoga - 2014,2014,NY - Saratoga,NY,,,
NY - Saratoga - 2018,2018,NY - Saratoga,NY,,,
NY - Schenectady - 2013,2013,NY - Schenectady,NY,,,
NY - Schenectady - 2017,2017,NY - Schenectady,NY,,,
NY - Schoharie - 2013,2013,NY - Schoharie,NY,,,
NY - Schoharie - 2017,2017,NY - Schoharie,NY,,,
NY - Schuyler - 2013,2013,NY - Schuyler,NY,,,
NY - Schuyler - 2017,2017,NY - Schuyler,NY,,,
NY - Seneca - 2013,2013,NY - Seneca,NY,,,
NY - Seneca - 2017,2017,NY - Seneca,NY,,,
NY - Steuben - 2015,2015,NY - Steuben,NY,,,
NY - Steuben - 2019,2019,NY - Steuben,NY,,,
NY - St. Lawrence - 2013,2013,NY - St. Lawrence,NY,,,
NY - St. Lawrence - 2017,2017,NY - St. Lawrence,NY,,,
NY - Suffolk - 2013,2013,NY - Suffolk,NY,,,
NY - Suffolk - 2017,2017,NY - Suffolk,NY,,,
NY - Sullivan - 2013,2013,NY - Sullivan,NY,,,
NY - Sullivan - 2017,2017,NY - Sullivan,NY,,,
NY - Tioga - 2013,2013,NY - Tioga,NY,,,
NY - Tioga - 2017,2017,NY - Tioga,NY,,,
NY - Tompkins - 2013,2013,NY - Tompkins,NY,,,
NY - Tompkins - 2017,2017,NY - Tompkins,NY,,,
NY - Ulster - 2015,2015,NY - Ulster,NY,,,
NY - Ulster - 2019,2019,NY - Ulster,NY,,,
NY - Warren - 2013,2013,NY - Warren,NY,,,
NY - Warren - 2017,2017,NY - Warren,NY,,,
NY - Washington - 2013,2013,NY - Washington,NY,,,
NY - Washington - 2017,2017,NY - Washington,NY,,,
NY - Wayne - 2015,2015,NY - Wayne,NY,,,
NY - Wayne - 2019,2019,NY - Wayne,NY,,,
NY - Westchester - 2016,2016,NY - Westchester,NY,,,Special Election
NY - Westchester - 2017,2017,NY - Westchester,NY,,,
NY - Wyoming - 2014,2014,NY - Wyoming,NY,,,
NY - Wyoming - 2018,2018,NY - Wyoming,NY,,,
NY - Yates - 2013,2013,NY - Yates,NY,,,
NY - Yates - 2017,2017,NY - Yates,NY,,,
OH - Adams - 2012,2012,OH - Adams,OH,,,
OH - Adams - 2016,2016,OH - Adams,OH,,,
OH - Allen - 2012,2012,OH - Allen,OH,,,
OH - Allen - 2016,2016,OH - Allen,OH,,,
OH - Ashland - 2012,2012,OH - Ashland,OH,,,
OH - Ashland - 2016,2016,OH - Ashland,OH,,,
OH - Ashtabula - 2012,2012,OH - Ashtabula,OH,,,
OH - Ashtabula - 2016,2016,OH - Ashtabula,OH,,,
OH - Athens - 2012,2012,OH - Athens,OH,,,
OH - Athens - 2016,2016,OH - Athens,OH,,,
OH - Auglaize - 2012,2012,OH - Auglaize,OH,,,
OH - Auglaize - 2016,2016,OH - Auglaize,OH,,,
OH - Belmont - 2016,2016,OH - Belmont,OH,,,
OH - Brown - 2012,2012,OH - Brown,OH,,,
OH - Brown - 2016,2016,OH - Brown,OH,,,
OH - Butler - 2012,2012,OH - Butler,OH,,,
OH - Butler - 2016,2016,OH - Butler,OH,,,
OH - Carroll - 2012,2012,OH - Carroll,OH,,,
OH - Carroll - 2016,2016,OH - Carroll,OH,,,
OH - Champaign - 2012,2012,OH - Champaign,OH,,,
OH - Champaign - 2016,2016,OH - Champaign,OH,,,
OH - Clark - 2012,2012,OH - Clark,OH,,,
OH - Clark - 2016,2016,OH - Clark,OH,,,
OH - Clermont - 2012,2012,OH - Clermont,OH,,,
OH - Clermont - 2016,2016,OH - Clermont,OH,,,
OH - Clinton - 2012,2012,OH - Clinton,OH,,,
OH - Clinton - 2016,2016,OH - Clinton,OH,,,
OH - Columbiana - 2012,2012,OH - Columbiana,OH,,,
OH - Columbiana - 2016,2016,OH - Columbiana,OH,,,
OH - Coshocton - 2012,2012,OH - Coshocton,OH,,,
OH - Coshocton - 2016,2016,OH - Coshocton,OH,,,
OH - Crawford - 2012,2012,OH - Crawford,OH,,,
OH - Crawford - 2016,2016,OH - Crawford,OH,,,
OH - Cuyahoga - 2012,2012,OH - Cuyahoga,OH,,,
OH - Cuyahoga - 2016,2016,OH - Cuyahoga,OH,,,
OH - Darke - 2012,2012,OH - Darke,OH,,,
OH - Darke - 2016,2016,OH - Darke,OH,,,
OH - Defiance - 2012,2012,OH - Defiance,OH,,,
OH - Defiance - 2016,2016,OH - Defiance,OH,,,
OH - Delaware - 2012,2012,OH - Delaware,OH,,,
OH - Delaware - 2016,2016,OH - Delaware,OH,,,
OH - Erie - 2012,2012,OH - Erie,OH,,,
OH - Erie - 2016,2016,OH - Erie,OH,,,
OH - Fairfield - 2012,2012,OH - Fairfield,OH,,,
OH - Fairfield - 2016,2016,OH - Fairfield,OH,,,
OH - Fayette - 2012,2012,OH - Fayette,OH,,,
OH - Fayette - 2016,2016,OH - Fayette,OH,,,
OH - Franklin - 2012,2012,OH - Franklin,OH,,,
OH - Franklin - 2016,2016,OH - Franklin,OH,,,
OH - Fulton - 2012,2012,OH - Fulton,OH,,,
OH - Fulton - 2016,2016,OH - Fulton,OH,,,
OH - Gallia - 2012,2012,OH - Gallia,OH,,,
OH - Gallia - 2016,2016,OH - Gallia,OH,,,
OH - Geauga - 2012,2012,OH - Geauga,OH,,,
OH - Geauga - 2016,2016,OH - Geauga,OH,,,
OH - Greene - 2012,2012,OH - Greene,OH,,,
OH - Greene - 2016,2016,OH - Greene,OH,,,
OH - Guernsey - 2012,2012,OH - Guernsey,OH,,,
OH - Guernsey - 2016,2016,OH - Guernsey,OH,,,
OH - Hamilton - 2012,2012,OH - Hamilton,OH,,,
OH - Hamilton - 2016,2016,OH - Hamilton,OH,,,
OH - Hancock - 2012,2012,OH - Hancock,OH,,,
OH - Hancock - 2016,2016,OH - Hancock,OH,,,
OH - Hardin - 2012,2012,OH - Hardin,OH,,,
OH - Hardin - 2016,2016,OH - Hardin,OH,,,
OH - Harrison - 2012,2012,OH - Harrison,OH,,,
OH - Harrison - 2016,2016,OH - Harrison,OH,,,
OH - Henry - 2012,2012,OH - Henry,OH,,,
OH - Henry - 2016,2016,OH - Henry,OH,,,
OH - Highland - 2012,2012,OH - Highland,OH,,,
OH - Highland - 2016,2016,OH - Highland,OH,,,
OH - Hocking - 2012,2012,OH - Hocking,OH,,,
OH - Hocking - 2016,2016,OH - Hocking,OH,,,
OH - Holmes - 2012,2012,OH - Holmes,OH,,,
OH - Holmes - 2016,2016,OH - Holmes,OH,,,
OH - Huron - 2016,2016,OH - Huron,OH,,,
OH - Jackson - 2012,2012,OH - Jackson,OH,,,
OH - Jackson - 2016,2016,OH - Jackson,OH,,,
OH - Jefferson - 2012,2012,OH - Jefferson,OH,,,
OH - Jefferson - 2016,2016,OH - Jefferson,OH,,,
OH - Knox - 2016,2016,OH - Knox,OH,,,
OH - Lake - 2012,2012,OH - Lake,OH,,,
OH - Lake - 2016,2016,OH - Lake,OH,,,
OH - Lawrence - 2012,2012,OH - Lawrence,OH,,,
OH - Lawrence - 2016,2016,OH - Lawrence,OH,,,
OH - Licking - 2012,2012,OH - Licking,OH,,,
OH - Licking - 2016,2016,OH - Licking,OH,,,
OH - Logan - 2012,2012,OH - Logan,OH,,,
OH - Logan - 2016,2016,OH - Logan,OH,,,
OH - Lorain - 2012,2012,OH - Lorain,OH,,,
OH - Lorain - 2016,2016,OH - Lorain,OH,,,
OH - Lucas - 2012,2012,OH - Lucas,OH,,,
OH - Lucas - 2016,2016,OH - Lucas,OH,,,
OH - Madison - 2012,2012,OH - Madison,OH,,,
OH - Madison - 2016,2016,OH - Madison,OH,,,
OH - Mahoning - 2012,2012,OH - Mahoning,OH,,,
OH - Mahoning - 2016,2016,OH - Mahoning,OH,,,
OH - Marion - 2012,2012,OH - Marion,OH,,,
OH - Marion - 2016,2016,OH - Marion,OH,,,
OH - Medina - 2012,2012,OH - Medina,OH,,,
OH - Medina - 2016,2016,OH - Medina,OH,,,
OH - Meigs - 2012,2012,OH - Meigs,OH,,,
OH - Meigs - 2016,2016,OH - Meigs,OH,,,
OH - Mercer - 2012,2012,OH - Mercer,OH,,,
OH - Mercer - 2016,2016,OH - Mercer,OH,,,
OH - Miami - 2016,2016,OH - Miami,OH,,,
OH - Monroe - 2012,2012,OH - Monroe,OH,,,
OH - Monroe - 2016,2016,OH - Monroe,OH,,,
OH - Montgomery - 2012,2012,OH - Montgomery,OH,,,
OH - Montgomery - 2016,2016,OH - Montgomery,OH,,,
OH - Morgan - 2012,2012,OH - Morgan,OH,,,
OH - Morgan - 2016,2016,OH - Morgan,OH,,,
OH - Morrow - 2012,2012,OH - Morrow,OH,,,
OH - Morrow - 2016,2016,OH - Morrow,OH,,,
OH - Muskingum - 2012,2012,OH - Muskingum,OH,,,
OH - Muskingum - 2016,2016,OH - Muskingum,OH,,,
OH - Noble - 2012,2012,OH - Noble,OH,,,
OH - Noble - 2016,2016,OH - Noble,OH,,,
OH - Ottawa - 2012,2012,OH - Ottawa,OH,,,
OH - Ottawa - 2016,2016,OH - Ottawa,OH,,,
OH - Paulding - 2012,2012,OH - Paulding,OH,,,
OH - Paulding - 2016,2016,OH - Paulding,OH,,,
OH - Perry - 2012,2012,OH - Perry,OH,,,
OH - Perry - 2016,2016,OH - Perry,OH,,,
OH - Pickaway - 2012,2012,OH - Pickaway,OH,,,
OH - Pickaway - 2016,2016,OH - Pickaway,OH,,,
OH - Pike - 2012,2012,OH - Pike,OH,,,
OH - Pike - 2016,2016,OH - Pike,OH,,,
OH - Portage - 2012,2012,OH - Portage,OH,,,
OH - Portage - 2016,2016,OH - Portage,OH,,,
OH - Preble - 2012,2012,OH - Preble,OH,,,
OH - Preble - 2016,2016,OH - Preble,OH,,,
OH - Putnam - 2012,2012,OH - Putnam,OH,,,
OH - Putnam - 2016,2016,OH - Putnam,OH,,,
OH - Richland - 2016,2016,OH - Richland,OH,,,
OH - Ross - 2012,2012,OH - Ross,OH,,,
OH - Ross - 2016,2016,OH - Ross,OH,,,
OH - Sandusky - 2012,2012,OH - Sandusky,OH,,,
OH - Sandusky - 2016,2016,OH - Sandusky,OH,,,
OH - Scioto - 2012,2012,OH - Scioto,OH,,,
OH - Scioto - 2016,2016,OH - Scioto,OH,,,
OH - Seneca - 2012,2012,OH - Seneca,OH,,,
OH - Seneca - 2016,2016,OH - Seneca,OH,,,
OH - Shelby - 2012,2012,OH - Shelby,OH,,,
OH - Shelby - 2016,2016,OH - Shelby,OH,,,
OH - Stark - 2012,2012,OH - Stark,OH,,,
OH - Stark - 2016,2016,OH - Stark,OH,,,
OH - Summit - 2012,2012,OH - Summit,OH,,,
OH - Summit - 2016,2016,OH - Summit,OH,,,
OH - Trumbull - 2012,2012,OH - Trumbull,OH,,,
OH - Trumbull - 2016,2016,OH - Trumbull,OH,,,
OH - Tuscarawas - 2012,2012,OH - Tuscarawas,OH,,,
OH - Tuscarawas - 2016,2016,OH - Tuscarawas,OH,,,
OH - Union - 2012,2012,OH - Union,OH,,,
OH - Union - 2016,2016,OH - Union,OH,,,
OH - Van Wert - 2012,2012,OH - Van Wert,OH,,,
OH - Van Wert - 2016,2016,OH - Van Wert,OH,,,
OH - Vinton - 2012,2012,OH - Vinton,OH,,,
OH - Vinton - 2016,2016,OH - Vinton,OH,,,
OH - Warren - 2012,2012,OH - Warren,OH,,,
OH - Warren - 2016,2016,OH - Warren,OH,,,
OH - Washington - 2016,2016,OH - Washington,OH,,,
OH - Wayne - 2012,2012,OH - Wayne,OH,,,
OH - Wayne - 2016,2016,OH - Wayne,OH,,,
OH - Williams - 2016,2016,OH - Williams,OH,,,
OH - Wood - 2012,2012,OH - Wood,OH,,,
OH - Wood - 2016,2016,OH - Wood,OH,,,
OH - Wyandot - 2016,2016,OH - Wyandot,OH,,,
OK - District 10 - 2014,2014,OK - District 10,OK,,,
OK - District 10 - 2018,2018,OK - District 10,OK,,,
OK - District 11 - 2014,2014,OK - District 11,OK,,,
OK - District 11 - 2018,2018,OK - District 11,OK,,,
OK - District 1 - 2014,2014,OK - District 1,OK,,,
OK - District 1 - 2018,2018,OK - District 1,OK,,,
OK - District 12 - 2014,2014,OK - District 12,OK,,,
OK - District 12 - 2018,2018,OK - District 12,OK,,,
OK - District 13 - 2014,2014,OK - District 13,OK,,,
OK - District 13 - 2018,2018,OK - District 13,OK,,,
OK - District 14 - 2014,2014,OK - District 14,OK,,,
OK - District 14 - 2018,2018,OK - District 14,OK,,,
OK - District 15 - 2014,2014,OK - District 15,OK,,,
OK - District 15 - 2018,2018,OK - District 15,OK,,,
OK - District 16 - 2014,2014,OK - District 16,OK,,,
OK - District 16 - 2018,2018,OK - District 16,OK,,,
OK - District 17 - 2014,2014,OK - District 17,OK,,,
OK - District 17 - 2018,2018,OK - District 17,OK,,,
OK - District 18 - 2014,2014,OK - District 18,OK,,,
OK - District 18 - 2018,2018,OK - District 18,OK,,,
OK - District 19 - 2014,2014,OK - District 19,OK,,,
OK - District 19 - 2018,2018,OK - District 19,OK,,,
OK - District 20 - 2014,2014,OK - District 20,OK,,,
OK - District 20 - 2018,2018,OK - District 20,OK,,,
OK - District 21 - 2014,2014,OK - District 21,OK,,,
OK - District 21 - 2018,2018,OK - District 21,OK,,,
OK - District 2 - 2014,2014,OK - District 2,OK,,,
OK - District 2 - 2018,2018,OK - District 2,OK,,,
OK - District 22 - 2014,2014,OK - District 22,OK,,,
OK - District 22 - 2018,2018,OK - District 22,OK,,,
OK - District 23 - 2014,2014,OK - District 23,OK,,,
OK - District 23 - 2018,2018,OK - District 23,OK,,,
OK - District 24 - 2014,2014,OK - District 24,OK,,,
OK - District 24 - 2018,2018,OK - District 24,OK,,,
OK - District 25 - 2014,2014,OK - District 25,OK,,,
OK - District 25 - 2018,2018,OK - District 25,OK,,,
OK - District 26 - 2014,2014,OK - District 26,OK,,,
OK - District 26 - 2018,2018,OK - District 26,OK,,,
OK - District 27 - 2014,2014,OK - District 27,OK,,,
OK - District 27 - 2018,2018,OK - District 27,OK,,,
OK - District 3 - 2014,2014,OK - District 3,OK,,,
OK - District 3 - 2018,2018,OK - District 3,OK,,,
OK - District 4 - 2014,2014,OK - District 4,OK,,,
OK - District 4 - 2018,2018,OK - District 4,OK,,,
OK - District 5 - 2014,2014,OK - District 5,OK,,,
OK - District 5 - 2018,2018,OK - District 5,OK,,,
OK - District 6 - 2014,2014,OK - District 6,OK,,,
OK - District 6 - 2018,2018,OK - District 6,OK,,,
OK - District 7 - 2014,2014,OK - District 7,OK,,,
OK - District 7 - 2018,2018,OK - District 7,OK,,,
OK - District 8 - 2014,2014,OK - District 8,OK,,,
OK - District 8 - 2018,2018,OK - District 8,OK,,,
OK - District 9 - 2014,2014,OK - District 9,OK,,,
OK - District 9 - 2018,2018,OK - District 9,OK,,,
OR - Baker - 2012,2012,OR - Baker,OR,,,
OR - Baker - 2016,2016,OR - Baker,OR,,,
OR - Benton - 2012,2012,OR - Benton,OR,,,
OR - Benton - 2016,2016,OR - Benton,OR,,,
OR - Clackamas - 2012,2012,OR - Clackamas,OR,,,
OR - Clackamas - 2016,2016,OR - Clackamas,OR,,,
OR - Clatsop - 2014,2014,OR - Clatsop,OR,,,
OR - Clatsop - 2018,2018,OR - Clatsop,OR,,,
OR - Columbia - 2014,2014,OR - Columbia,OR,,,
OR - Columbia - 2018,2018,OR - Columbia,OR,,,
OR - Coos - 2012,2012,OR - Coos,OR,,,
OR - Coos - 2014,2014,OR - Coos,OR,,,
OR - Coos - 2016,2016,OR - Coos,OR,,,
OR - Coos - 2018,2018,OR - Coos,OR,,,
OR - Crook - 2012,2012,OR - Crook,OR,,,
OR - Crook - 2016,2016,OR - Crook,OR,,,
OR - Curry - 2012,2012,OR - Curry,OR,,,
OR - Curry - 2016,2016,OR - Curry,OR,,,
OR - Deschutes - 2014,2014,OR - Deschutes,OR,,,
OR - Deschutes - 2018,2018,OR - Deschutes,OR,,,
OR - Douglas - 2012,2012,OR - Douglas,OR,,,
OR - Douglas - 2016,2016,OR - Douglas,OR,,,
OR - Gilliam - 2014,2014,OR - Gilliam,OR,,,
OR - Gilliam - 2018,2018,OR - Gilliam,OR,,,
OR - Grant - 2014,2014,OR - Grant,OR,,,
OR - Grant - 2018,2018,OR - Grant,OR,,,
OR - Harney - 2012,2012,OR - Harney,OR,,,
OR - Harney - 2016,2016,OR - Harney,OR,,,
OR - Hood River - 2012,2012,OR - Hood River,OR,,,
OR - Hood River - 2016,2016,OR - Hood River,OR,,,
OR - Jackson - 2012,2012,OR - Jackson,OR,,,
OR - Jackson - 2016,2016,OR - Jackson,OR,,,
OR - Jefferson - 2012,2012,OR - Jefferson,OR,,,
OR - Jefferson - 2016,2016,OR - Jefferson,OR,,,
OR - Josephine - 2016,2016,OR - Josephine,OR,,,
OR - Klamath - 2014,2014,OR - Klamath,OR,,,
OR - Klamath - 2018,2018,OR - Klamath,OR,,,
OR - Lake - 2012,2012,OR - Lake,OR,,,
OR - Lake - 2016,2016,OR - Lake,OR,,,
OR - Lane - 2016,2016,OR - Lane,OR,,,
OR - Lincoln - 2014,2014,OR - Lincoln,OR,,,
OR - Lincoln - 2018,2018,OR - Lincoln,OR,,,
OR - Linn - 2012,2012,OR - Linn,OR,,,
OR - Linn - 2016,2016,OR - Linn,OR,,,
OR - Malheur - 2012,2012,OR - Malheur,OR,,,
OR - Malheur - 2016,2016,OR - Malheur,OR,,,
OR - Marion - 2014,2014,OR - Marion,OR,,,
OR - Marion - 2018,2018,OR - Marion,OR,,,
OR - Morrow - 2014,2014,OR - Morrow,OR,,,
OR - Morrow - 2018,2018,OR - Morrow,OR,,,
OR - Multnomah - 2012,2012,OR - Multnomah,OR,,,
OR - Multnomah - 2016,2016,OR - Multnomah,OR,,,
OR - Polk - 2012,2012,OR - Polk,OR,,,
OR - Polk - 2016,2016,OR - Polk,OR,,,
OR - Sherman - 2014,2014,OR - Sherman,OR,,,
OR - Sherman - 2018,2018,OR - Sherman,OR,,,
OR - Tillamook - 2014,2014,OR - Tillamook,OR,,,
OR - Tillamook - 2018,2018,OR - Tillamook,OR,,,
OR - Umatilla - 2012,2012,OR - Umatilla,OR,,,
OR - Umatilla - 2016,2016,OR - Umatilla,OR,,,
OR - Union - 2014,2014,OR - Union,OR,,,
OR - Union - 2018,2018,OR - Union,OR,,,
OR - Wallowa - 2014,2014,OR - Wallowa,OR,,,
OR - Wallowa - 2018,2018,OR - Wallowa,OR,,,
OR - Wasco - 2012,2012,OR - Wasco,OR,,,
OR - Wasco - 2016,2016,OR - Wasco,OR,,,
OR - Washington - 2014,2014,OR - Washington,OR,,,
OR - Washington - 2018,2018,OR - Washington,OR,,,
OR - Wheeler - 2012,2012,OR - Wheeler,OR,,,
OR - Wheeler - 2016,2016,OR - Wheeler,OR,,,
OR - Yamhill - 2012,2012,OR - Yamhill,OR,,,
OR - Yamhill - 2016,2016,OR - Yamhill,OR,,,
PA - Adams - 2015,2015,PA - Adams,PA,,,
PA - Adams - 2019,2019,PA - Adams,PA,,,
PA - Allegheny - 2015,2015,PA - Allegheny,PA,,,
PA - Allegheny - 2019,2019,PA - Allegheny,PA,,,
PA - Armstrong - 2013,2013,PA - Armstrong,PA,,,
PA - Armstrong - 2017,2017,PA - Armstrong,PA,,,
PA - Beaver - 2015,2015,PA - Beaver,PA,,,
PA - Beaver - 2019,2019,PA - Beaver,PA,,,
PA - Bedford - 2015,2015,PA - Bedford,PA,,,
PA - Bedford - 2019,2019,PA - Bedford,PA,,,
PA - Berks - 2015,2015,PA - Berks,PA,,,
PA - Berks - 2019,2019,PA - Berks,PA,,,
PA - Blair - 2013,2013,PA - Blair,PA,,,
PA - Blair - 2017,2017,PA - Blair,PA,,,
PA - Bradford - 2015,2015,PA - Bradford,PA,,,
PA - Bradford - 2019,2019,PA - Bradford,PA,,,
PA - Bucks - 2013,2013,PA - Bucks,PA,,,
PA - Bucks - 2017,2017,PA - Bucks,PA,,,
PA - Butler - 2015,2015,PA - Butler,PA,,,
PA - Butler - 2019,2019,PA - Butler,PA,,,
PA - Cambria - 2015,2015,PA - Cambria,PA,,,
PA - Cambria - 2019,2019,PA - Cambria,PA,,,
PA - Cameron - 2015,2015,PA - Cameron,PA,,,
PA - Cameron - 2019,2019,PA - Cameron,PA,,,
PA - Carbon - 2015,2015,PA - Carbon,PA,,,
PA - Carbon - 2019,2019,PA - Carbon,PA,,,
PA - Centre - 2013,2013,PA - Centre,PA,,,
PA - Centre - 2017,2017,PA - Centre,PA,,,
PA - Chester - 2015,2015,PA - Chester,PA,,,
PA - Chester - 2019,2019,PA - Chester,PA,,,
PA - Clarion - 2015,2015,PA - Clarion,PA,,,
PA - Clarion - 2019,2019,PA - Clarion,PA,,,
PA - Clearfield - 2015,2015,PA - Clearfield,PA,,,
PA - Clearfield - 2019,2019,PA - Clearfield,PA,,,
PA - Clinton - 2015,2015,PA - Clinton,PA,,,
PA - Clinton - 2019,2019,PA - Clinton,PA,,,
PA - Columbia - 2015,2015,PA - Columbia,PA,,,
